Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-11-14 00:00:00-05:00,63.63742636766127,63.91007320187958,63.23931692654425,63.36960983276367,89182800,0.0,0.0
2019-11-15 00:00:00-05:00,63.62053323662518,64.12722131238719,63.4588802057258,64.12239837646484,100206400,0.0,0.0
2019-11-18 00:00:00-05:00,64.1320492800849,64.5253358048109,63.7532462907842,64.44571685791016,86703200,0.0,0.0
2019-11-19 00:00:00-05:00,64.63876154608091,64.662890963123,64.03315514893109,64.25030517578125,76167200,0.0,0.0
2019-11-20 00:00:00-05:00,64.06933118896113,64.1996167578222,62.82915159180207,63.502323150634766,106234400,0.0,0.0
2019-11-21 00:00:00-05:00,63.62296081470307,63.700171984109126,63.01734720977178,63.217613220214844,121395200,0.0,0.0
2019-11-22 00:00:00-05:00,63.35754889035371,63.499902835074955,62.935309992816094,63.162113189697266,65325200,0.0,0.0
2019-11-25 00:00:00-05:00,63.386493752760344,64.28646834745726,63.340650088807934,64.26957702636719,84020400,0.0,0.0
2019-11-26 00:00:00-05:00,64.40712346332975,64.46020522572698,63.335842340958784,63.76773452758789,105207600,0.0,0.0
2019-11-27 00:00:00-05:00,64.07896626377921,64.65804259195393,64.01382349032718,64.62425994873047,65235600,0.0,0.0
2019-11-29 00:00:00-05:00,64.32508058997325,64.6628702304651,64.15618208809639,64.4819107055664,46617600,0.0,0.0
2019-12-02 00:00:00-05:00,64.48675323965114,64.72320974148552,63.56507137548035,63.73637771606445,94487200,0.0,0.0
2019-12-03 00:00:00-05:00,62.32486022250086,62.61922128583661,61.83747864951498,62.59992218017578,114430400,0.0,0.0
2019-12-04 00:00:00-05:00,62.990816555739265,63.53128007120136,62.896714052638366,63.152469635009766,67181600,0.0,0.0
2019-12-05 00:00:00-05:00,63.64709466989342,64.15378288001588,63.39133909623157,64.0789794921875,74424400,0.0,0.0
2019-12-06 00:00:00-05:00,64.53741422211255,65.38671502853519,64.49397833560806,65.31674194335938,106075600,0.0,0.0
2019-12-09 00:00:00-05:00,65.14543525447796,65.33845582103804,63.917324043827655,64.40229797363281,128042400,0.0,0.0
2019-12-10 00:00:00-05:00,64.80763123629215,65.16231215536672,64.14652084747135,64.77867889404297,90420400,0.0,0.0
2019-12-11 00:00:00-05:00,64.85830180873923,65.41083358471516,64.78350579892616,65.33120727539062,78756800,0.0,0.0
2019-12-12 00:00:00-05:00,64.60980465760038,65.7631200239526,64.4988181829113,65.49771118164062,137310400,0.0,0.0
2019-12-13 00:00:00-05:00,65.49769430196437,66.42420617913521,65.36981653316047,66.38801574707031,133587600,0.0,0.0
2019-12-16 00:00:00-05:00,66.83439663061318,67.74884765705623,66.82957369318359,67.52445220947266,128186000,0.0,0.0
2019-12-17 00:00:00-05:00,67.45448408416172,67.98529434981573,67.26869423240927,67.65715789794922,114158400,0.0,0.0
2019-12-18 00:00:00-05:00,67.50997483252102,68.01666305761623,67.34590660367515,67.49549865722656,116028400,0.0,0.0
2019-12-19 00:00:00-05:00,67.43758668961861,67.84293428071314,67.30488597596364,67.56304931640625,98369200,0.0,0.0
2019-12-20 00:00:00-05:00,68.09629020364594,68.19762343192532,67.21079153341988,67.4231185913086,275978000,0.0,0.0
2019-12-23 00:00:00-05:00,67.68608357083679,68.58364288571855,67.64747799819821,68.52332305908203,98572000,0.0,0.0
2019-12-24 00:00:00-05:00,68.68982629575491,68.73808511636746,68.26276445005648,68.58848571777344,48478800,0.0,0.0
2019-12-26 00:00:00-05:00,68.72120656096197,69.96620925880787,68.6922542085201,69.9493179321289,93121200,0.0,0.0
2019-12-27 00:00:00-05:00,70.24127354475003,70.92892146203124,69.51743518198342,69.92278289794922,146266000,0.0,0.0
2019-12-30 00:00:00-05:00,69.84074115157411,70.62007635461508,68.8177187333269,70.33777618408203,144114400,0.0,0.0
2019-12-31 00:00:00-05:00,69.95413256425645,70.85893028695814,69.85520712964954,70.85169219970703,100805600,0.0,0.0
2020-01-02 00:00:00-05:00,71.47659213409148,72.52857392672578,71.22325176244068,72.46825408935547,135480400,0.0,0.0
2020-01-03 00:00:00-05:00,71.696182592324,72.52376928666806,71.53935243232584,71.76374053955078,146322800,0.0,0.0
2020-01-06 00:00:00-05:00,70.88547194642054,72.3741616151194,70.63453932655295,72.33555603027344,118387200,0.0,0.0
2020-01-07 00:00:00-05:00,72.34521202863968,72.60096759515153,71.7757961977681,71.995361328125,108872000,0.0,0.0
2020-01-08 00:00:00-05:00,71.69858142215591,73.45509501348069,71.69858142215591,73.15349578857422,132079200,0.0,0.0
2020-01-09 00:00:00-05:00,74.13067516689924,74.90035698659045,73.87974991049977,74.70733642578125,170108400,0.0,0.0
2020-01-10 00:00:00-05:00,74.94139375104534,75.44084394712849,74.37438560790245,74.8762435913086,140644800,0.0,0.0
2020-01-13 00:00:00-05:00,75.1923057311866,76.50245093143005,75.07407383392189,76.47590637207031,121532000,0.0,0.0
2020-01-14 00:00:00-05:00,76.41318515734736,76.62309704687446,75.3201898237738,75.4432373046875,161954400,0.0,0.0
2020-01-15 00:00:00-05:00,75.24298130114484,76.12364962606802,74.68803427101611,75.11992645263672,121923600,0.0,0.0
2020-01-16 00:00:00-05:00,75.66280356227105,76.17190690767254,75.30088447470833,76.0609130859375,108829200,0.0,0.0
2020-01-17 00:00:00-05:00,76.30942443229468,76.90538477645106,76.00300228022495,76.9029769897461,137816400,0.0,0.0
2020-01-21 00:00:00-05:00,76.53141272712692,76.97295078497612,76.2442896548719,76.38182067871094,110843200,0.0,0.0
2020-01-22 00:00:00-05:00,76.86679204908404,77.2069969045426,76.56036984576589,76.65447235107422,101832400,0.0,0.0
2020-01-23 00:00:00-05:00,76.70754520066748,77.1032395625604,76.15983628507468,77.02362060546875,104472000,0.0,0.0
2020-01-24 00:00:00-05:00,77.26971830945405,78.01285552986269,76.61102297800898,76.8016357421875,146537600,0.0,0.0
2020-01-27 00:00:00-05:00,74.81110584028455,75.22369163896585,73.56128005375581,74.54328918457031,161940000,0.0,0.0
2020-01-28 00:00:00-05:00,75.42392754574348,76.82334485387435,75.32500212699546,76.65203857421875,162234000,0.0,0.0
2020-01-29 00:00:00-05:00,78.28310584272509,79.1034543464979,77.54237630271076,78.25656127929688,216229200,0.0,0.0
2020-01-30 00:00:00-05:00,77.33969324731856,78.19623208684209,76.90780110255082,78.14315032958984,126743200,0.0,0.0
2020-01-31 00:00:00-05:00,77.43379716634335,77.85603612229534,74.38402933624978,74.67839050292969,199588400,0.0,0.0
2020-02-03 00:00:00-05:00,73.42130763220082,75.63866557981345,72.91944979414838,74.4732894897461,173788400,0.0,0.0
2020-02-04 00:00:00-05:00,76.07781457826587,77.12255860741972,75.67246691320435,76.93194580078125,136616400,0.0,0.0
2020-02-05 00:00:00-05:00,78.05869253554688,78.35788393608293,76.95605150390088,77.55924987792969,118826800,0.0,0.0
2020-02-06 00:00:00-05:00,77.8295026141326,78.46889159082244,77.27214775489887,78.46647644042969,105425600,0.0,0.0
2020-02-07 00:00:00-05:00,77.96583518982163,78.21494247737544,76.90894303407646,77.39990234375,117684000,0.1925,0.0
